date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:51:05	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22822-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/css/fonts/flexslider-icon.eot	C:/tippoutomoveis/www.tieppoautomoveis.com.br/css/fonts/flexslider-icon.eot	(from https://www.tieppoautomoveis.com.br/css/flexslider.css)
21:51:06	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22822-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/css/fonts/flexslider-icon.eot?	C:/tippoutomoveis/www.tieppoautomoveis.com.br/css/fonts/flexslider-icond41d.eot	(from https://www.tieppoautomoveis.com.br/css/flexslider.css)
21:51:06	1268/1268	---M--	200	added ('OK')	text/html	etag:%224f4-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/css/fonts/flexslider-icon.woff	C:/tippoutomoveis/www.tieppoautomoveis.com.br/css/fonts/flexslider-icon.html	(from https://www.tieppoautomoveis.com.br/css/flexslider.css)
21:51:06	1892/1892	---M--	200	added ('OK')	text/html	etag:%22764-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/css/fonts/flexslider-icon.ttf	C:/tippoutomoveis/www.tieppoautomoveis.com.br/css/fonts/flexslider-icon-2.html	(from https://www.tieppoautomoveis.com.br/css/flexslider.css)
21:51:07	2354/2354	---M--	200	added ('OK')	image/svg+xml	etag:%22932-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/css/fonts/flexslider-icon.svg	C:/tippoutomoveis/www.tieppoautomoveis.com.br/css/fonts/flexslider-icon.svg	(from https://www.tieppoautomoveis.com.br/css/flexslider.css)
21:51:07	9508/9508	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222524-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/fonts/cars/fonts/icomoonadce.eot?lnk6z8	C:/tippoutomoveis/www.tieppoautomoveis.com.br/fonts/cars/fonts/icomoonadceadce.eot	(from https://www.tieppoautomoveis.com.br/fonts/cars/style.css)
21:51:07	9508/9508	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222524-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/fonts/cars/fonts/icomoond41d.eot?	C:/tippoutomoveis/www.tieppoautomoveis.com.br/fonts/cars/fonts/icomoond41dd41d.eot	(from https://www.tieppoautomoveis.com.br/fonts/cars/style.css)
21:51:07	9420/9420	---M--	200	added ('OK')	text/html	etag:%2224cc-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/fonts/cars/fonts/icomoonadce.woff?lnk6z8	C:/tippoutomoveis/www.tieppoautomoveis.com.br/fonts/cars/fonts/icomoonadceadce.html	(from https://www.tieppoautomoveis.com.br/fonts/cars/style.css)
21:51:08	9344/9344	---M--	200	added ('OK')	text/html	etag:%222480-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/fonts/cars/fonts/icomoonadce.ttf?lnk6z8	C:/tippoutomoveis/www.tieppoautomoveis.com.br/fonts/cars/fonts/icomoonadceadce-2.html	(from https://www.tieppoautomoveis.com.br/fonts/cars/style.css)
21:51:10	35012/35012	---M--	200	added ('OK')	image/svg+xml	etag:%2288c4-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/fonts/cars/fonts/icomoonadce.svg?lnk6z8	C:/tippoutomoveis/www.tieppoautomoveis.com.br/fonts/cars/fonts/icomoonadceadce.svg	(from https://www.tieppoautomoveis.com.br/fonts/cars/style.css)
21:51:10	7240/7240	---M--	200	added ('OK')	image/gif	etag:%221c48-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/images/notFound.gif	C:/tippoutomoveis/www.tieppoautomoveis.com.br/images/notFound.gif	(from https://tieppoautomoveis.com.br/nosso-estoque)
21:51:11	1268246/1268246	---M--	200	added ('OK')	image/jpeg	etag:%22135a16-602584ba28eb8%22	https://www.negociecarros.com.br/fotos_g/221456639.jpeg	C:/tippoutomoveis/www.negociecarros.com.br/fotos_g/221456639.jpg	(from https://tieppoautomoveis.com.br/nosso-estoque)
21:51:13	937324/937324	---M--	200	added ('OK')	image/jpeg	etag:%22e4d6c-6026c8130a16c%22	https://www.negociecarros.com.br/fotos_g/652584672.jpeg	C:/tippoutomoveis/www.negociecarros.com.br/fotos_g/652584672.jpg	(from https://tieppoautomoveis.com.br/nosso-estoque)
21:51:18	1366860/1366860	---M--	200	added ('OK')	image/jpeg	etag:%2214db4c-6025779535292%22	https://www.negociecarros.com.br/fotos_g/1366742070.jpeg	C:/tippoutomoveis/www.negociecarros.com.br/fotos_g/1366742070.jpg	(from https://tieppoautomoveis.com.br/nosso-estoque)
